gid,ctlabel,borocode,boroname,ct2010,boroct2010,cdeligibil,ntacode,ntaname,puma
1520,14.01,1,Manhattan,1401,1001401,I,MN28,Lower East Side,3809
1521,152,3,Brooklyn,15200,3015200,I,BK30,Dyker Heights,4013
1522,148,3,Brooklyn,14800,3014800,I,BK30,Dyker Heights,4013
1523,150,3,Brooklyn,15000,3015000,I,BK30,Dyker Heights,4013
1524,154,3,Brooklyn,15400,3015400,I,BK99,park-cemetery-etc-Brooklyn,4013
1525,66,1,Manhattan,6600,1006600,I,MN20,Murray Hill-Kips Bay,3808
1526,70,1,Manhattan,7000,1007000,I,MN20,Murray Hill-Kips Bay,3808
1527,58,4,Queens,5800,4005800,I,QN56,Ozone Park,4113
1528,62.02,4,Queens,6202,4006202,I,QN57,Lindenwood-Howard Beach,4113
1529,294,3,Brooklyn,29400,3029400,E,BK28,Bensonhurst West,4017
1544,1182.02,3,Brooklyn,118202,3118202,E,BK83,Cypress Hills-City Line,4008
1530,304,3,Brooklyn,30400,3030400,E,BK29,Bensonhurst East,4017
1531,95,4,Queens,9500,4009500,I,QN72,Steinway,4101
1532,99,4,Queens,9900,4009900,I,QN99,park-cemetery-etc-Queens,4101
1533,103,4,Queens,10300,4010300,E,QN72,Steinway,4101
1534,352,4,Queens,35200,4035200,I,QN08,St. Albans,4112
1535,27,5,Staten Island,2700,5002700,E,SI37,Stapleton-Rosebank,3903
1536,144.02,1,Manhattan,14402,1014402,I,MN32,Yorkville,3805
1545,1184,3,Brooklyn,118400,3118400,E,BK83,Cypress Hills-City Line,4008
1537,152,1,Manhattan,15200,1015200,I,MN32,Yorkville,3805
1538,147,1,Manhattan,14700,1014700,I,MN14,Lincoln Square,3806
1539,112.02,5,Staten Island,11202,5011202,I,SI45,New Dorp-Midland Beach,3902
1540,128.04,5,Staten Island,12804,5012804,I,SI45,New Dorp-Midland Beach,3902
1541,910,3,Brooklyn,91000,3091000,E,BK81,Brownsville,4007
1542,912,3,Brooklyn,91200,3091200,E,BK81,Brownsville,4007
1543,1182.01,3,Brooklyn,118201,3118201,I,BK83,Cypress Hills-City Line,4008
1546,414,4,Queens,41400,4041400,E,QN01,South Jamaica,4112
1547,440,4,Queens,44000,4044000,E,QN01,South Jamaica,4112
1548,97,5,Staten Island,9700,5009700,I,SI22,West New Brighton-New Brighton-St. George,3903
1553,178,1,Manhattan,17800,1017800,E,MN34,East Harlem North,3804
1554,997.01,4,Queens,99701,4099701,I,QN47,Ft. Totten-Bay Terrace-Clearview,4103
1549,133.02,5,Staten Island,13302,5013302,I,SI22,West New Brighton-New Brighton-St. George,3903
1550,141,5,Staten Island,14100,5014100,I,SI22,West New Brighton-New Brighton-St. George,3903
1551,219,1,Manhattan,21900,1021900,E,MN06,Manhattanville,3802
1552,170.07,5,Staten Island,17007,5017007,I,SI48,Arden Heights,3901
1555,307,1,Manhattan,30700,1030700,I,MN01,Marble Hill-Inwood,3801
1611,85,2,Bronx,8500,2008500,E,BX33,Longwood,3710
1556,243.02,1,Manhattan,24302,1024302,E,MN03,Central Harlem North-Polo Grounds,3803
1557,201,5,Staten Island,20100,5020100,I,SI07,Westerleigh,3903
1558,244.01,5,Staten Island,24401,5024401,I,SI11,Charleston-Richmond Valley-Tottenville,3901
1559,59.02,2,Bronx,5902,2005902,E,BX14,East Concourse-Concourse Village,3708
1612,87,2,Bronx,8700,2008700,E,BX33,Longwood,3710
1560,61,2,Bronx,6100,2006100,E,BX14,East Concourse-Concourse Village,3708
1561,247,5,Staten Island,24700,5024700,E,SI28,Port Richmond,3903
1562,251,5,Staten Island,25100,5025100,I,SI28,Port Richmond,3903
1563,291.02,5,Staten Island,29102,5029102,I,SI05,New Springville-Bloomfield-Travis,3902
40758EF9B2D98C52C054FFCC2FAF5044403FF109AED98C52C006BCF450AF504440FFED14A6D98C52C03FD6B770AF504440F248439BD98C52C0BE93738EAF504440D86FCC8DD98C52C0269F8FA9AF504440FA5DF57DD98C52C05D1481C1AF5044404F8A5169D98C52C05BD369D8AF50444072DA8552D98C52C0DC72F2E9AF50444085472B3AD98C52C05F49A5F5AF504440723FE520D98C52C0A7D533FBAF504440375C5D07D98C52C082CD78FAAF504440E691A7E6D88C52C01E5AB7ECAF504440B6C7E1C7D88C52C02E2BEDD6AF504440C8DFE3ABD88C52C0171EB3B9AF504440073A7293D88C52C0B53CD695AF5044408852387FD88C52C0E81E526CAF504440790EC46FD88C52C086054A3EAF504440B0D88165D88C52C024DF000DAF50444013A9B960D88C52C0766ED0D9AE504440BA0B8D61D88C52C0C0D01FA6AE5044409635F667D88C52C07FA65973AE50444081C59767D38C52C0AE6D8D6BAD5044401642922DD38C52C08411791EB0504440747B23F1D28C52C0BBA66CF0B1504440F71ACEC2D28C52C0C31F28BBB3504440A34698A2D28C52C012F72C94B55044404401916FD28C52C08D251866B75044400966AE4AD28C52C013C4764DB9504440FF43E433D28C52C0D41F9B2DBB504440B16F342BD28C52C0E893B70DBD504440C89C6014D28C52C067115ED8BE50444098A93CD3D18C52C024612BA3C05044401DAB497FD18C52C0FBD33275C25044402E22DE42D18C52C0BDE3514EC4504440381C6F06D18C52C0E36E4520C6504440B64EFDC9D08C52C0C5740DEBC7504440361A4092D08C52C06A47D1B5C9504440B8F5CE55D08C52C0B75E9A80CB504440FFB4111ED08C52C0402F5E4BCD504440BA23E9DCCF8C52C0C876020FCF5044409C64F1DCCF8C52C0F4698124CF5044402FB928D3CF8C52C01D30BA60CF504440B0375997D28C52C09C3623F8D050444003BF55C1D28C52C0614F584CD05044404624EED3D28C52C013056F2BD05044409945D9E9D28C52C06DB0AC0FD050444033E07B02D38C52C08AF3D5F9CF504440DF72271DD38C52C0B68085EACF5044401C121F39D38C52C0A7D227E2CF50444058A29C55D38C52C0182CF8E0CF5044403453D671D38C52C0F0F3FEE6CF5044401F35048DD38C52C0D27911F4CF50444089C165A6D38C52C07924D307D0504440AF2E47BDD38C52C09D01B821D0504440236906D1D38C52C050A50841D0504440D78F17E1D38C52C03B3DE764D050444001D308EDD38C52C0F3B3558CD0504440439A85F4D38C52C0B2B83CB6D0504440F0DB58F7D38C52C0FA7973E1D0504440C9F17B95D38C52C0684BD5B9D25044406DABEC8BD38C52C0C01C3FE7D250444085D1727DD38C52C017138811D35044409FC3796AD38C52C0CF897637D35044402F3C8E53D38C52C0F026F157D3504440C03C5A39D38C52C0F9010772D3504440F020A01CD38C52C0D79EF684D3504440D2FC34FED28C52C009893390D35044407370FADED28C52C075656A93D3504440491ED8BFD28C52C0A25C838ED350444019F5B4A1D28C52C09CCBA281D3504440087F7085D28C52C03636286DD35044408667DC6BD28C52C09882AB51D35044401B68B655D28C52C08292F82FD350444026C9A243D28C52C00E5B0909D3504440519F2736D28C52C0A8A6FEDDD25044400EE9A82DD28C52C0FCB617B0D2504440E3A8652AD28C52C0E804A980D25044401412762CD28C52C015631251D250444022D5CA33D28C52C061CCB422D25044405E912D40D28C52C0B229E8F6D150444042684251D28C52C00B5BF1CED150444034B4F6A0CF8C52C0876C9C70D0504440CA81555FCF8C52C0B829C2ABD250444030D10E10CF8C52C0C87B4768D4504440B1CFB991CE8C52C056D4780FD650444007AA01E9CD8C52C0AAE2D08BD7504440F8240A24CD8C52C08EBBC2F2D850444022BCF750CC8C52C08F89C259DA5044400DEB6C74CB8C52C0F73FCA95DB5044401E1B1285CA8C52C03440E6D1DC504440705D6E9AC98C52C03DEC2515DE504440865199C2C88C52C0D5E25558DF5044402F1EA4DCC78C52C014D43D8DE0504440A45E287AC78C52C08F83B540E1504440AB18FDF0C58C52C0A2EADF87E3504440663BDC15C08C52C0A2C8F496ED504440302F6399BA8C52C00287003BF6504440CCD84CA4B98C52C0B7477901F85044402CA52F57B78C52C00337E345FC504440A96AFD59B58C52C0A829F18BFE504440F040C09BB48C52C01D83F208FF504440CF63B83CB48C52C0E5F39E85FF504440C7E841F4B38C52C04669058300514440B77A58D0B38C52C0444634AB00514440956C3AFDB28C52C0163BB2FC01514440DB205F46B28C52C0C71DC36A03514440EE46AA9DB18C52C0855F6EF5045144400AF15E86B18C52C0288BCF8405514440E8C93ECDB18C52C0FB17D96906514440B7714693B28C52C0D80B46C8075144406B185798B28C52C0C287DDBB085144400CBA7D4DB28C52C0EB2F3EC5095144400B86012BB28C52C04D0004F309514440143348A9B18C52C0DCB8BFC70A514440B6AA7AB0B08C52C053DD37E70B514440FAD3A1B7AF8C52C0F51432F10C514440C7243AA7AE8C52C04DFE6AD70D5144409B400792AD8C52C0663555840E514440F5D58E8FAC8C52C0A704E1F70E5144407EDEDB5DAB8C52C0550B6DE30E5144407CFC42A6AA8C52C00BA3EB5B0E51444024A3AFBAA98C52C09D56CB2F0D5144407C6619CFA88C52C0F1FB81FC0B51444077D5EBECA78C52C032B02CC90A51444044D43CF3A68C52C06DA2189D095144409D3D73DDA58C52C0A806C1B80851444063B01B55A58C52C02F7EBACE0851444038E65CD6A48C52C022AFA0650951444004808140A48C52C04B3EE50C0B5144402D6E9FAAA38C52C042C0D2A50C51444018375935A38C52C021F3AF670D5144404B613220A28C52C0F44746310E514440E7F99C01A18C52C000408BEC0E514440BDE59D58A08C52C02168C2B50F514440BBF82D25A08C52C06A96647710514440016E2F50A08C52C02F6BFC4812514440A9311C5AA08C52C0719E0BA813514440A73D24F39F8C52C0AD7300F214514440ADEB455D9F8C52C0A44A19921651444028D1915D9F8C52C0FEA0BA5A17514440170B4DBC9F8C52C0C282F924195144402BB8E90CA08C52C0FD561AE81A5144404F541D54A08C52C00DDE44AB1C5144400E91CD54A08C52C036DE017D1E514440B6A9EC1CA08C52C04D49CBF11F514440467209879F8C52C06BB1908321514440D60F36D09E8C52C01D79470E235144402EBC62199E8C52C074C5D3912451444010B370709D8C52C0AB03DB7E2551444091F2FDD99C8C52C00307DE9425514440137C35359C8C52C0AA657414255144405BD10BD79B8C52C08B2622CD245144407A511CAA9A8C52C05D14A9E324514440CCD686C8998C52C06C269441255144406B92942D998C52C003B5E9E625514440181BB876988C52C023C7F65427514440404B8BEE978C52C0394090DD27514440A31EEDBC968C52C0A8027202285144404AD11390958C52C072C5485228514440A686D4CA948C52C05BA1160629514440B974B7D6938C52C011B488252A514440740F72F5928C52C07F34695A2B514440AE4B0648928C52C0ED2017E52C514440470680DC918C52C0F96A61932E514440992D5CB7918C52C0A49717DD2F514440096E62AE918C52C0C176E8023151444077917089918C52C061D79ACD325144406C8FAE51918C52C0B9AA5D9834514440078DD10B918C52C08BE62D63365144408CE3D5B7908C52C05077E1263851444031E9B1708F8C52C0DDA7C54939514440F1CA0B4A8E8C52C0C4196E6A3B514440C78286998E8C52C09A7D7A643D514440E96D66858E8C52C0243EEBD63E514440DD3AC7E58D8C52C09439B168405144400573F2938D8C52C049CF9DE3405144400C34343A8D8C52C0EAEDC55A415144400B7813E08C8C52C0E69C210942514440992C29CE8B8C52C04D29DAA74351444083846CA28B8C52C0AA5A65BF44514440587353CC8B8C52C0745598CE4651444018646ABD8B8C52C064DC418B47514440560F08AC8A8C52C0B0DF18AE4851444009D22B5B898C52C0D2EECBDF4951444043932016888C52C0C897F39749514440A250F61E868C52C033048D3B48514440637CE454848C52C094CA77D1475144406A730D0D848C52C09C4D4A7748514440,,,,,,,,,
1564,291.04,5,Staten Island,29104,5029104,I,SI05,New Springville-Bloomfield-Travis,3902
1565,205,4,Queens,20500,4020500,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109
1582,223.01,1,Manhattan,22301,1022301,E,MN06,Manhattanville,3802
1566,229,4,Queens,22900,4022900,I,QN99,park-cemetery-etc-Queens,4109
1567,303.01,5,Staten Island,30301,5030301,I,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903
1568,65,2,Bronx,6500,2006500,E,BX34,Melrose South-Mott Haven North,3710
1569,319.02,5,Staten Island,31902,5031902,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903
1570,954,4,Queens,95400,4095400,E,QN12,Hammels-Arverne-Edgemere,4114
1571,964,4,Queens,96400,4096400,I,QN12,Hammels-Arverne-Edgemere,4114
1583,223.02,1,Manhattan,22302,1022302,E,MN06,Manhattanville,3802
1584,53,2,Bronx,5300,2005300,E,BX36,University Heights-Morris Heights,3707
1572,972.02,4,Queens,97202,4097202,E,QN12,Hammels-Arverne-Edgemere,4114
1573,972.04,4,Queens,97204,4097204,E,QN12,Hammels-Arverne-Edgemere,4114
1574,257,2,Bronx,25700,2025700,E,BX36,University Heights-Morris Heights,3707
1585,621,4,Queens,62100,4062100,I,QN21,Middle Village,4110
1613,1200,3,Brooklyn,120000,3120000,E,BK82,East New York,4008
1575,1113,4,Queens,111300,4111300,I,QN46,Bayside-Bayside Hills,4104
1576,1471,4,Queens,147100,4147100,I,QN46,Bayside-Bayside Hills,4104
1577,1507.01,4,Queens,150701,4150701,I,QN45,Douglas Manor-Douglaston-Little Neck,4104
1578,120,3,Brooklyn,12000,3012000,E,BK34,Sunset Park East,4012
1579,122,3,Brooklyn,12200,3012200,E,BK32,Sunset Park West,4012
1580,126,3,Brooklyn,12600,3012600,E,BK31,Bay Ridge,4013
1581,635,4,Queens,63500,4063500,I,QN19,Glendale,4110
1586,171,2,Bronx,17100,2017100,I,BX99,park-cemetery-etc-Bronx,3708
1587,177.02,2,Bronx,17702,2017702,E,BX14,East Concourse-Concourse Village,3708
1588,283,2,Bronx,28300,2028300,E,BX29,Spuyten Duyvil-Kingsbridge,3701
1589,289,2,Bronx,28900,2028900,E,BX29,Spuyten Duyvil-Kingsbridge,3701
1595,210,1,Manhattan,21000,1021000,E,MN34,East Harlem North,3804
1596,212,1,Manhattan,21200,1021200,I,MN03,Central Harlem North-Polo Grounds,3803
1597,221.02,1,Manhattan,22102,1022102,E,MN03,Central Harlem North-Polo Grounds,3803
1598,228,1,Manhattan,22800,1022800,E,MN03,Central Harlem North-Polo Grounds,3803
1590,2,2,Bronx,200,2000200,I,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709
1591,381,4,Queens,38100,4038100,E,QN26,North Corona,4102
1592,356,2,Bronx,35600,2035600,I,BX03,Eastchester-Edenwald-Baychester,3702
1593,207,3,Brooklyn,20700,3020700,I,BK64,Prospect Heights,4006
1594,215,3,Brooklyn,21500,3021500,I,BK64,Prospect Heights,4006
1608,187,3,Brooklyn,18700,3018700,E,BK68,Fort Greene,4004
1599,291.03,5,Staten Island,29103,5029103,I,SI05,New Springville-Bloomfield-Travis,3902
1600,1257,4,Queens,125700,4125700,I,QN37,Kew Gardens Hills,4106
1601,779.08,4,Queens,77908,4077908,E,QN37,Kew Gardens Hills,4106
1602,501,3,Brooklyn,50100,3050100,I,BK90,East Williamsburg,4001
1603,515,3,Brooklyn,51500,3051500,I,BK73,North Side-South Side,4001
1604,549,3,Brooklyn,54900,3054900,E,BK73,North Side-South Side,4001
1605,183,3,Brooklyn,18300,3018300,I,BK68,Fort Greene,4004
1606,211,3,Brooklyn,21100,3021100,E,BK68,Fort Greene,4004
1607,185.01,3,Brooklyn,18501,3018501,E,BK68,Fort Greene,4004
1614,1208,3,Brooklyn,120800,3120800,E,BK82,East New York,4008
1615,84,2,Bronx,8400,2008400,I,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709
1616,67,2,Bronx,6700,2006700,E,BX34,Melrose South-Mott Haven North,3710
1617,293.01,2,Bronx,29301,2029301,I,BX29,Spuyten Duyvil-Kingsbridge,3701
1618,531,4,Queens,53100,4053100,I,QN30,Maspeth,4110
1622,563,3,Brooklyn,56300,3056300,E,BK76,Greenpoint,4001
1744,54,2,Bronx,5400,2005400,E,BX08,West Farms-Bronx River,3709
1619,4,2,Bronx,400,2000400,I,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709
1635,10.01,1,Manhattan,1001,1001001,I,MN28,Lower East Side,3809
1636,12,1,Manhattan,1200,1001200,E,MN28,Lower East Side,3809
1637,295,1,Manhattan,29500,1029500,E,MN01,Marble Hill-Inwood,3801
1620,939,4,Queens,93900,4093900,I,QN23,College Point,4103
1621,62,1,Manhattan,6200,1006200,I,MN20,Murray Hill-Kips Bay,3808
1638,694,4,Queens,69400,4069400,I,QN03,Springfield Gardens South-Brookville,4105
1623,311,1,Manhattan,31100,1031100,I,MN99,park-cemetery-etc-Manhattan,3801
1624,285,2,Bronx,28500,2028500,E,BX29,Spuyten Duyvil-Kingsbridge,3701
1639,1483,4,Queens,148300,4148300,I,QN45,Douglas Manor-Douglaston-Little Neck,4104
2074,253.02,4,Queens,25302,4025302,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109
1625,351,2,Bronx,35100,2035100,I,BX22,North Riverdale-Fieldston-Riverdale,3701
1626,43,3,Brooklyn,4300,3004300,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004
1627,45,3,Brooklyn,4500,3004500,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005
1628,154,5,Staten Island,15400,5015400,I,SI99,park-cemetery-etc-Staten Island,3901
1629,156.03,5,Staten Island,15603,5015603,I,SI54,Great Kills,3901
408CCFEB92348952C02BEFFEE6C0444440E37FCAE7358952C07B2FB7E4BE4444403ECBE725378952C029EB8AC1BC4444406183E74B388952C04F0DD17FBA44444036E08758398952C0D0F10122B844444000E0A24A3A8952C023B1B4AAB544444014892F213B8952C0694A9C1CB3444440CD0B43DB3B8952C015AF847AB04444404975BCE63B8952C009289C3DAE4444402D6E64273C8952C0F5AAD9F3AC44444099F8676C3D8952C03C8F4D96A844444073524AAA3D8952C04E432464A74444402D02EC63408952C03F1AB7E89944444031397D6E438952C05B06ED20954444401A920637448952C0708A43CC9444444059B4BBDD458952C049454E2F9544444079FED9CD488952C0CFE0E864964444401C78A5A14D8952C0AC1CECF096444440E5FC2EB8508952C0AE44A8F1934444409AC452BA538952C053F685C390444440FAEB26D5548952C08A3A331A90444440F71238AF558952C098CCA4E98F444440F8189E64588952C0C47C9C048D44444034E5DF3D578952C0EC5ED80B89444440B7D28602588952C01ADC21AC874444408947793E5C8952C0245618888C444440A9A19E79638952C06F83C074884444401AAAA8B2688952C0F6F22683854444406AE9C1E6778952C05FEE7F5B78444440F39C4232818952C0355F8C206E4444409880AB53848952C0EABE46DB6A444440C5EBDAC68C8952C04CCC41076244444005F700F3958952C084460E70564444404D6C82F7958952C02C79946A5444444033A513FC948952C0081D817649444440CD3F87A4958952C0BB9A5F3F4744444036DA526D968952C089A4502145444440DA1EE054978952C07D169D2043444440B37C5A59988952C0686452414144444089DBB278998952C0B9663A873F444440FC5BF6DE998952C0B71823EF3E4444400577D2B59B8952C0F086DC323C444440F499CA859E8952C0CDDACECF36444440F412ABE69D8952C01F472029364444401C67A0929D8952C0BE35D1A936444440F5A8A11F9D8952C00CECEEFA35444440026532FD9D8952C00F7CA9A734444440F34E87689E8952C02E34E34A35444440652D722B9E8952C083AE83CB354444406270ABC49E8952C0CF464357364444404FC0DF9FA18952C0D720F52031444440BBE3E3FEA48952C087ED48762A444440550F0662AA8952C0914B79BB2F44444020B1C9AFAB8952C0F79FACE530444440F64A4CF4AB8952C0C38B9FDE30444440AF99CD14AE8952C0942222F52E444440024DD85CB18952C0F1099F152C444440632E2367B68952C051D7F2BD25444440EE6AB476B68952C09146589B254444404DF91F82B68952C0A6102975254444405F1C0E89B68952C0D9928A4C25444440D295498BB68952C001DFB422254444402C3FC188B68952C0E35DE9F824444440918D8881B68952C0EC2969D02444444043FCD675B68952C02F6C6BAA244444405B620666B68952C0CE05148824444440C95EE200B68952C0F4D380E423444440BE16C59EB58952C08D53D545234444403AB6F17DB58952C03D2AFE222344444075C43061B58952C08AB897F82244444044963F49B58952C09D2EB9C722444440C3D1BB36B58952C06755A4912244444051601F2AB58952C0A947BD5722444440CB4BBD23B58952C03549811B22444440D29BBF23B58952C077F87CDE214444400A41262AB58952C0D91A42A2214444408115C736B58952C047475D68214444403CF24E49B58952C0C9B24B3221444440C3D24361B58952C07662710121444440702992A1B68952C0B7715C651F4444406C7A3AF7B78952C094335DF31D444440FBE8FB7BB88952C0900199B01D44444076523006B98952C0633CAB901D444440712FF291B98952C05E587A941D444440D8C3501BBA8952C06AD7EABB1D4444409C8F6C9EBA8952C0630FE0051E444440F6429317BB8952C0D23044701E444440A115887DBB8952C0A680B9701E444440B86877E2BB8952C06058C05A1E444440C7894544BC8952C09A35CE2E1E444440E175DCCFBC8952C0BB1298BF1D444440F29FC453BD8952C0F771593C1D4444403C92A80DBE8952C06A25918F1C444440BA6D0AD7BE8952C024658A111C4444402772E7AABF8952C0DDF167C51B444440B25F7C22C08952C0FBFE95B91B44444018F5CCBBC08952C0B268C68B1B4444406A65224FC18952C062917D3C1B4444408ED25DD9C18952C0ED5D69CD1A4444408BAB3EFFC68952C03A8A4973124444404B1FA9CDD38952C0539948ACFD434440F7C8D976D58952C06E1ABC6DFB43444014B726B9D68952C063875893F94344406EA9A382D88952C0D9D61464F64344404FF60007DB8952C02F8E332FF24344408CF1B848DD8952C0BE8A75BAEE43444037DDAD60DD8952C0D44F8A27EE43444068D08827DD8952C067BD37ADED434440E96E80F8DB8952C0827A277FEB434440192989CEDB8952C050EC34F0EA43444000180BEADB8952C011B7CF85EA4344400D5AA41FDC8952C0458F0734EA4344408D29A280DC8952C0CED2FD3FEA4344407545128ADE8952C0B59676A1EC4344407C4E3DA7DE8952C0E762BED7EC434440454090D8DE8952C06BB4EF9EEC4344406ECF5F21DF8952C0FA31221AEC434440A9768925E08952C0EDBDAD71EA43444063901D2BE18952C0B615C8E9E843444022650569E18952C06798A460E8434440A777D814E18952C0CB20FDB7E7434440DE8F02D6E08952C068951036E743444027E527CAE08952C0883F39CAE64344400E4DACE8E38952C00C510108E1434440F04D8383E48952C0D08D909EE1434440D63EB817E58952C0C4F6CF17E2434440175B0C77E58952C04E1AAA26E2434440CF40DEA3E58952C0F7FB6301E2434440907644DDE58952C08729E462E143444073EB3992E68952C0A664FF31DF434440FA1E6345E38952C0861A4763DA43444091C2BA0AE48952C0D1227A13D943444012BF1B5BEA8952C04ABBBB6DDE434440558C2648EC8952C04D978714DC434440179F1922EE8952C0E4C79298D9434440B7F4E7E7EF8952C0B24946FBD643444061FA8F98F18952C01B061E3ED4434440481F1C33F38952C09FFBA762D1434440FE5FA3B6F48952C0CB5B836ACE434440B7CA4922F68952C0929F5F57CB434440DCA4073CF38952C080FB3CEBC5434440959641C5F38952C08A3010A0C4434440C0BF6581F78952C0598763F6C943444006F4C5ABF98952C077586B12C7434440DF907EBDFB8952C02AEA8505C4434440ECD943B5FD8952C0184F9CD1C04344408B54DA91FF8952C0ED08B078BD4344406E8D1752018A52C0A7C6D9FCB943444074D3E2F4028A52C061144860B64344403FA35441038A52C0190AE209B443444045E5071BFE8952C08B2554C8AA434440384718F9FE8952C03FA59489A9434440EB3A05E6068A52C0EB93860DB643444088589881088A52C0A17FF007B743444027DDD2970C8A52C02702328AB5434440DCC55EB80F8A52C0A2A21414B14344401F143C47168A52C03EEAFD19AB43444068FE43FE1A8A52C07ADD09D5A6434440272CE0F2208A52C0C02ECB599F434440F7B78FD51B8A52C0327EED4A98434440D4183F381C8A52C0DCE5C7B397434440F1924405228A52C0A01BA3A09E4344401A3E1EA6248A52C0111581F79B4344403E61BF2A278A52C0FB8E185799434440C4B86BC3278A52C04F85D8B79843444071897B722B8A52C0B3FD646793434440B7543EDB2F8A52C0AAE7B2AE8A434440C97500B2318A52C00D36138185434440B95C6E85338A52C0403BA9C0824344404AB1FD8B388A52C0FB42626F7E43444053A2F1843B8A52C0A3F0D1D6804344405B3716613E8A52C0D010898B8943444039146E66448A52C0BC3DEC6299434440266B70804B8A52C00A6FA10CAD4344400CC8578D538A52C041512482C2434440F2142487518A52C05967F32DC4434440F5943391438A52C05E345CEFCF4344403E7AEF09258A52C08A509993E94344408FF20E43118A52C06861804CFA4344401AD336FE0E8A52C079F94003FC434440FE9DDED20C8A52C0C11C550DFE4344402AE46DC80A8A52C0FA92E66400444440D5D0B8E5088A52C0EC9C510203444440F57C5530078A52C042C52EDC054444406DFAE53BFC8952C0DD19EF581C444440BFBDB33AF48952C04319443F2D44444014C6FDFEEB8952C01626F4973E444440C0EB45DEE28952C00E1EB9E45144444023A5A276E18952C0282199C654444440F0CF5EBBDD8952C0677712905C444440B76A98B6DA8952C0D79F0FE662444440CAECF2CAD48952C0B58F5D4C6D4444406F4D6342D08952C0E3B55757754444403C42BE31CD8952C036CD50C87A444440DF26CB8AC48952C0EE179BE789444440A123418ABA8952C0D88DF1379B44444001F7F08EB38952C005252027A74444407FC1ABF3B08952C0EA21B1ABAB4444404E2E2103AB8952C0607C23EEB544444036AF5927A58952C0E98217C9BF444440E2339AF2A18952C08BC03407C5444440A06774C6998952C002916963D344444084B39690928952C07BD06B09E04444406356F7BA8E8952C0FA2E39BCE8444440A31A2A9D898952C06E69819FF44444407AFBEFBD818952C006197866074544401C06B9DC7A8952C0F4974329184544409F9125B9768952C016578AA221454440EDF435236A8952C0DA16F1E43F454440D2231E78568952C0AB837E4C6E4544408B5B1ACD498952C046CCA22B844544403CC79465478952C05760D1EB874544408BA36265478952C0D04A20EC8745444082D54CBB448952C00B7229DB8C454440C709B5BA448952C0FF1739DC8C454440367E36BA448952C0E2625BDD8C454440F9097259428952C0D5DC0B2592454440BC0FDE48408952C0AC050BB6974544407091AA48408952C0D4C892B69745444036827848408952C0FE2B2CB79745444011785C8D3E8952C0720B61809D454440FF3DC5C63C8952C02D7B3BCBA2454440BC3292C63C8952C05D18AFCBA24544400C4D65C13A8952C0D7D550E8A7454440E34CE6C03A8952C09BC184E9A74544400BB268C03A8952C0880BA7EAA7454440B6841C7F388952C0D71649D0AC45444049B65805368952C0AB9A8676B145444013822759338952C0277EA1D2B545444047517558338952C089E9C3D3B54544408742B857338952C0A6A6D3D4B5454440646FE17D308952C0C807ABE0B9454440EDA2BC4B228952C05550BDC8D04544404F87D40F178952C040E7CE89E1454440963EA6C20C8952C0E289C513F145444061462D60038952C0F23E1EF5FE454440FC90430AFD8852C03DEFB66B08464440D9A1E9C8ED8852C0804FD9541F4644403A533D2DEC8852C06C59858621464440611367AFDF8852C008B082C834464440DE1AA5F1DE8852C02B519554334644405BFDF14CD88852C03B50E8E725464440AB98441ACC8852C0E77EBB3D0E46444086FCF38BC38852C02FCE8AB404464440F4E815E2B18852C053F51021F2454440,,,,,,,,,
1630,145,2,Bronx,14500,2014500,E,BX01,Claremont-Bathgate,3705
1631,147.01,2,Bronx,14701,2014701,E,BX01,Claremont-Bathgate,3705
1632,84,3,Brooklyn,8400,3008400,E,BK32,Sunset Park West,4012
1633,88,3,Brooklyn,8800,3008800,E,BK34,Sunset Park East,4012
1634,175,3,Brooklyn,17500,3017500,E,BK99,park-cemetery-etc-Brooklyn,4012
1755,374.02,3,Brooklyn,37402,3037402,E,BK26,Gravesend,4018
1640,205.01,2,Bronx,20501,2020501,E,BX36,University Heights-Morris Heights,3707
1641,242,1,Manhattan,24200,1024200,E,MN34,East Harlem North,3804
1642,356.02,3,Brooklyn,35602,3035602,E,BK23,West Brighton,4018
1643,362,3,Brooklyn,36200,3036200,E,BK19,Brighton Beach,4018
1644,364,3,Brooklyn,36400,3036400,E,BK19,Brighton Beach,4018
1645,159,3,Brooklyn,15900,3015900,I,BK37,Park Slope-Gowanus,4005
1646,222,1,Manhattan,22200,1022200,E,MN11,Central Harlem South,3803
1647,224,1,Manhattan,22400,1022400,E,MN03,Central Harlem North-Polo Grounds,3803
1648,757.02,4,Queens,75702,4075702,I,QN17,Forest Hills,4108
1649,6,5,Staten Island,600,5000600,I,SI37,Stapleton-Rosebank,3903
1650,158.01,4,Queens,15801,4015801,E,QN55,South Ozone Park,4113
1651,208,4,Queens,20800,4020800,E,QN61,Jamaica,4112
